,date,amount,positive_transactions,negative_transactions,balance_per_day,sum_outgoing_next_30_days,sum_income_next_30_days,negative_transaction_last_1_month,positive_transaction_last_1_month,negative_transaction_last_2_month,positive_transaction_last_2_month,negative_transaction_last_3_month,positive_transaction_last_3_month,negative_transaction_last_4_month,positive_transaction_last_4_month,negative_transaction_last_5_month,positive_transaction_last_5_month,negative_transaction_last_6_month,positive_transaction_last_6_month
30,2021-04-21,0.0,0.0,0.0,98367.37,-60840.45,9954.529999999999,-63439.5,6108.2,-31443.53,1200.0,-79454.94,10790.0,-113523.23000000001,5000.0,-95136.38,300.0,-150160.27,0.0
0,2020-07-19,0.0,0.0,0.0,121076.71999999996,-16954.48,1831.84,-3989.94,0.0,-9926.479999999998,0.0,-5034.8,0.0,-104.39999999999999,200.0,0.0,0.0,0.0,0.0
30,2020-08-18,0.0,0.0,0.0,108256.73999999998,-9198.67,0.0,-16954.48,1831.84,-3989.94,0.0,-9926.479999999998,0.0,-5034.8,0.0,-104.39999999999999,200.0,0.0,0.0
60,2020-09-17,-1400.0,0.0,-1400.0,97423.26999999997,-11368.11,17.4,-9198.67,0.0,-16954.48,1831.84,-3989.94,0.0,-9926.479999999998,0.0,-5034.8,0.0,-104.39999999999999,200.0
90,2020-10-17,-2000.0,0.0,-2000.0,86672.55999999997,-13456.020000000002,0.0,-11368.11,17.4,-9198.67,0.0,-16954.48,1831.84,-3989.94,0.0,-9926.479999999998,0.0,-5034.8,0.0
120,2020-11-16,-600.0,0.0,-600.0,71816.53999999998,-9530.43,0.0,-13456.020000000002,0.0,-11368.11,17.4,-9198.67,0.0,-16954.48,1831.84,-3989.94,0.0,-9926.479999999998,0.0
150,2020-12-16,0.0,0.0,0.0,62686.109999999986,-5702.41,724.5,-9530.43,0.0,-13456.020000000002,0.0,-11368.11,17.4,-9198.67,0.0,-16954.48,1831.84,-3989.94,0.0
180,2021-01-15,0.0,0.0,0.0,56809.88999999999,-9382.12,10.0,-5702.41,724.5,-9530.43,0.0,-13456.020000000002,0.0,-11368.11,17.4,-9198.67,0.0,-16954.48,1831.84
210,2021-02-14,0.0,0.0,0.0,47736.079999999994,-11638.789999999999,12.37,-9382.12,10.0,-5702.41,724.5,-9530.43,0.0,-13456.020000000002,0.0,-11368.11,17.4,-9198.67,0.0
240,2021-03-16,-1100.0,0.0,-1100.0,36809.66,-8181.99,0.0,-11638.789999999999,12.37,-9382.12,10.0,-5702.41,724.5,-9530.43,0.0,-13456.020000000002,0.0,-11368.11,17.4
270,2021-04-15,0.0,0.0,0.0,28527.670000000002,-8822.130000000001,0.0,-8181.99,0.0,-11638.789999999999,12.37,-9382.12,10.0,-5702.41,724.5,-9530.43,0.0,-13456.020000000002,0.0
300,2021-05-15,-42.68,0.0,-42.68,18748.219999999998,-14621.8,0.0,-8822.130000000001,0.0,-8181.99,0.0,-11638.789999999999,12.37,-9382.12,10.0,-5702.41,724.5,-9530.43,0.0
0,2020-07-27,115.28000000000002,220.08,-104.8,1526.2500000000007,-4588.02,2709.89,-2283.9100000000003,2840.8199999999997,-1417.62,2006.8,-4180.61,4361.919999999999,-1744.57,1935.81,-2255.45,2678.01,-328.3,244.42999999999998
30,2020-08-26,-508.2,50.7,-558.9,271.6000000000006,-2216.85,2365.4399999999996,-4588.02,2709.89,-2283.9100000000003,2840.8199999999997,-1417.62,2006.8,-4180.61,4361.919999999999,-1744.57,1935.81,-2255.45,2678.01
60,2020-09-25,128.95,148.35,-19.4,-216.9599999999994,-2166.33,1963.67,-2216.85,2365.4399999999996,-4588.02,2709.89,-2283.9100000000003,2840.8199999999997,-1417.62,2006.8,-4180.61,4361.919999999999,-1744.57,1935.81
90,2020-10-25,0.0,0.0,0.0,86.83000000000061,-3211.97,4911.889999999999,-2166.33,1963.67,-2216.85,2365.4399999999996,-4588.02,2709.89,-2283.9100000000003,2840.8199999999997,-1417.62,2006.8,-4180.61,4361.919999999999
120,2020-11-24,1405.0,1405.0,0.0,4.250000000000455,-4807.429999999999,3495.25,-3211.97,4911.889999999999,-2166.33,1963.67,-2216.85,2365.4399999999996,-4588.02,2709.89,-2283.9100000000003,2840.8199999999997,-1417.62,2006.8
150,2020-12-24,290.06,290.56,-0.5,-192.99000000000004,-2067.83,1977.7299999999998,-4807.429999999999,3495.25,-3211.97,4911.889999999999,-2166.33,1963.67,-2216.85,2365.4399999999996,-4588.02,2709.89,-2283.9100000000003,2840.8199999999997
180,2021-01-23,0.0,0.0,0.0,71.59,-184.8,180.02,-2067.83,1977.7299999999998,-4807.429999999999,3495.25,-3211.97,4911.889999999999,-2166.33,1963.67,-2216.85,2365.4399999999996,-4588.02,2709.89
210,2021-02-22,0.0,0.0,0.0,11.990000000000009,-380.41,378.22,-184.8,180.02,-2067.83,1977.7299999999998,-4807.429999999999,3495.25,-3211.97,4911.889999999999,-2166.33,1963.67,-2216.85,2365.4399999999996
240,2021-03-24,0.0,0.0,0.0,0.4100000000000108,0.0,0.0,-380.41,378.22,-184.8,180.02,-2067.83,1977.7299999999998,-4807.429999999999,3495.25,-3211.97,4911.889999999999,-2166.33,1963.67
270,2021-04-23,0.0,0.0,0.0,0.4100000000000108,0.0,0.0,0.0,0.0,-380.41,378.22,-184.8,180.02,-2067.83,1977.7299999999998,-4807.429999999999,3495.25,-3211.97,4911.889999999999
300,2021-05-23,0.0,0.0,0.0,0.4100000000000108,0.0,0.0,0.0,0.0,0.0,0.0,-380.41,378.22,-184.8,180.02,-2067.83,1977.7299999999998,-4807.429999999999,3495.25
0,2021-03-14,0.0,0.0,0.0,59.87999999999968,0.0,0.0,-520.4,0.0,-2631.5200000000004,969.82,-7304.119999999999,6466.26,-8844.62,7621.129999999999,-7980.04,7712.710000000001,-16736.51,17649.02
30,2021-04-13,0.0,0.0,0.0,59.87999999999968,0.0,0.0,0.0,0.0,-520.4,0.0,-2631.5200000000004,969.82,-7304.119999999999,6466.26,-8844.62,7621.129999999999,-7980.04,7712.710000000001
60,2021-05-13,0.0,0.0,0.0,59.87999999999968,-4198.1,4476.72,0.0,0.0,0.0,0.0,-520.4,0.0,-2631.5200000000004,969.82,-7304.119999999999,6466.26,-8844.62,7621.129999999999
0,2020-09-27,0.0,0.0,0.0,1837.6699999999994,-642.05,786.2399999999999,-2330.9700000000003,1400.0,-509.18999999999994,1550.0,0.0,0.0,0.0,0.0,-673.55,0.0,-295.46,920.0
30,2020-10-27,0.0,0.0,0.0,1757.7199999999996,-1272.25,1045.0,-642.05,786.2399999999999,-2330.9700000000003,1400.0,-509.18999999999994,1550.0,0.0,0.0,0.0,0.0,-673.55,0.0
60,2020-11-26,0.0,0.0,0.0,1577.77,-1679.44,165.0,-1272.25,1045.0,-642.05,786.2399999999999,-2330.9700000000003,1400.0,-509.18999999999994,1550.0,0.0,0.0,0.0,0.0
90,2020-12-26,0.0,0.0,0.0,33.329999999999835,-1756.0500000000002,1925.0,-1679.44,165.0,-1272.25,1045.0,-642.05,786.2399999999999,-2330.9700000000003,1400.0,-509.18999999999994,1550.0,0.0,0.0
120,2021-01-25,-74.17,0.0,-74.17,256.4499999999999,-297.44,260.0,-1756.0500000000002,1925.0,-1679.44,165.0,-1272.25,1045.0,-642.05,786.2399999999999,-2330.9700000000003,1400.0,-509.18999999999994,1550.0
150,2021-02-24,-49.989999999999995,0.0,-49.989999999999995,194.82999999999987,-2136.41,2052.28,-297.44,260.0,-1756.0500000000002,1925.0,-1679.44,165.0,-1272.25,1045.0,-642.05,786.2399999999999,-2330.9700000000003,1400.0
180,2021-03-26,0.0,120.0,-120.0,60.70999999999992,-2618.22,2559.4900000000002,-2136.41,2052.28,-297.44,260.0,-1756.0500000000002,1925.0,-1679.44,165.0,-1272.25,1045.0,-642.05,786.2399999999999
210,2021-04-25,0.0,0.0,0.0,12.829999999999997,-58.9,116.19,-2618.22,2559.4900000000002,-2136.41,2052.28,-297.44,260.0,-1756.0500000000002,1925.0,-1679.44,165.0,-1272.25,1045.0
0,2020-11-15,0.0,0.0,0.0,273.0499999999997,-1141.6100000000001,1300.13,-1351.3899999999999,1600.13,-584.6899999999999,605.13,-18.59,0.13,-1004.9100000000002,700.13,-709.81,312.96,-792.06,1000.2
30,2020-12-15,-57.4,0.0,-57.4,466.11999999999966,-630.83,239.13,-1141.6100000000001,1300.13,-1351.3899999999999,1600.13,-584.6899999999999,605.13,-18.59,0.13,-1004.9100000000002,700.13,-709.81,312.96
60,2021-01-14,0.0,0.0,0.0,29.219999999999697,-493.91,575.13,-630.83,239.13,-1141.6100000000001,1300.13,-1351.3899999999999,1600.13,-584.6899999999999,605.13,-18.59,0.13,-1004.9100000000002,700.13
90,2021-02-13,0.0,0.0,0.0,166.7199999999997,-224.02,252.82,-493.91,575.13,-630.83,239.13,-1141.6100000000001,1300.13,-1351.3899999999999,1600.13,-584.6899999999999,605.13,-18.59,0.13
120,2021-03-15,78.41,78.41,0.0,48.629999999999654,-511.97,542.0,-224.02,252.82,-493.91,575.13,-630.83,239.13,-1141.6100000000001,1300.13,-1351.3899999999999,1600.13,-584.6899999999999,605.13
150,2021-04-14,-17.85,0.0,-17.85,174.91999999999967,-812.64,680.25,-511.97,542.0,-224.02,252.82,-493.91,575.13,-630.83,239.13,-1141.6100000000001,1300.13,-1351.3899999999999,1600.13
180,2021-05-14,-15.7,0.0,-15.7,40.379999999999725,-2348.54,2371.55,-812.64,680.25,-511.97,542.0,-224.02,252.82,-493.91,575.13,-630.83,239.13,-1141.6100000000001,1300.13
0,2018-11-11,0.0,0.0,0.0,54733.94999999994,-6363.52,6012.0,-941.99,0.0,-2240.23,4973.0,-989.1700000000001,79.0,-2367.68,1701.0,-4752.22,2041.0,-2088.17,4374.0
30,2018-12-11,1500.0,1500.0,0.0,52828.78999999995,-3458.04,9.2,-6363.52,6012.0,-941.99,0.0,-2240.23,4973.0,-989.1700000000001,79.0,-2367.68,1701.0,-4752.22,2041.0
60,2019-01-10,-1977.89,9.2,-1987.09,52857.83999999994,-1220.08,3400.0,-3458.04,9.2,-6363.52,6012.0,-941.99,0.0,-2240.23,4973.0,-989.1700000000001,79.0,-2367.68,1701.0
90,2019-02-09,0.0,0.0,0.0,53119.52999999995,-3184.09,3509.2,-1220.08,3400.0,-3458.04,9.2,-6363.52,6012.0,-941.99,0.0,-2240.23,4973.0,-989.1700000000001,79.0
120,2019-03-11,-1175.06,9.2,-1184.26,54560.03999999995,-2704.23,2136.0,-3184.09,3509.2,-1220.08,3400.0,-3458.04,9.2,-6363.52,6012.0,-941.99,0.0,-2240.23,4973.0
150,2019-04-10,-1701.35,0.0,-1701.35,54518.099999999955,-2151.26,10.9,-2704.23,2136.0,-3184.09,3509.2,-1220.08,3400.0,-3458.04,9.2,-6363.52,6012.0,-941.99,0.0
180,2019-05-10,-1885.13,0.0,-1885.13,52561.51999999996,-234.94,2000.0,-2151.26,10.9,-2704.23,2136.0,-3184.09,3509.2,-1220.08,3400.0,-3458.04,9.2,-6363.52,6012.0
210,2019-06-09,0.0,0.0,0.0,52518.24999999996,-2014.61,3780.0,-234.94,2000.0,-2151.26,10.9,-2704.23,2136.0,-3184.09,3509.2,-1220.08,3400.0,-3458.04,9.2
240,2019-07-09,0.0,0.0,0.0,54349.039999999964,-1695.83,2029.0,-2014.61,3780.0,-234.94,2000.0,-2151.26,10.9,-2704.23,2136.0,-3184.09,3509.2,-1220.08,3400.0
270,2019-08-08,0.0,0.0,0.0,54561.27999999997,-2255.54,2472.0,-1695.83,2029.0,-2014.61,3780.0,-234.94,2000.0,-2151.26,10.9,-2704.23,2136.0,-3184.09,3509.2
300,2019-09-07,0.0,0.0,0.0,54937.73999999997,-2142.95,814.11,-2255.54,2472.0,-1695.83,2029.0,-2014.61,3780.0,-234.94,2000.0,-2151.26,10.9,-2704.23,2136.0
330,2019-10-07,0.0,0.0,0.0,53451.89999999997,-3056.35,3196.0,-2142.95,814.11,-2255.54,2472.0,-1695.83,2029.0,-2014.61,3780.0,-234.94,2000.0,-2151.26,10.9
360,2019-11-06,184.0,190.0,-6.0,53383.27999999997,-3330.96,615.2800000000001,-3056.35,3196.0,-2142.95,814.11,-2255.54,2472.0,-1695.83,2029.0,-2014.61,3780.0,-234.94,2000.0
390,2019-12-06,0.0,0.0,0.0,51087.70999999997,-2420.05,5522.6,-3330.96,615.2800000000001,-3056.35,3196.0,-2142.95,814.11,-2255.54,2472.0,-1695.83,2029.0,-2014.61,3780.0
420,2020-01-05,0.0,0.0,0.0,54015.94999999997,-2985.7,318.3,-2420.05,5522.6,-3330.96,615.2800000000001,-3056.35,3196.0,-2142.95,814.11,-2255.54,2472.0,-1695.83,2029.0
450,2020-02-04,-21.06,0.0,-21.06,51307.80999999996,-3149.1699999999996,4177.18,-2985.7,318.3,-2420.05,5522.6,-3330.96,615.2800000000001,-3056.35,3196.0,-2142.95,814.11,-2255.54,2472.0
480,2020-03-05,0.0,0.0,0.0,52335.81999999997,-2144.89,0.0,-3149.1699999999996,4177.18,-2985.7,318.3,-2420.05,5522.6,-3330.96,615.2800000000001,-3056.35,3196.0,-2142.95,814.11
510,2020-04-04,0.0,0.0,0.0,50278.86999999997,-965.2099999999999,585.51,-2144.89,0.0,-3149.1699999999996,4177.18,-2985.7,318.3,-2420.05,5522.6,-3330.96,615.2800000000001,-3056.35,3196.0
540,2020-05-04,0.0,0.0,0.0,49268.659999999974,-1046.8600000000001,5398.35,-965.2099999999999,585.51,-2144.89,0.0,-3149.1699999999996,4177.18,-2985.7,318.3,-2420.05,5522.6,-3330.96,615.2800000000001
570,2020-06-03,0.0,0.0,0.0,54156.65999999998,-2.2,12.52,-1046.8600000000001,5398.35,-965.2099999999999,585.51,-2144.89,0.0,-3149.1699999999996,4177.18,-2985.7,318.3,-2420.05,5522.6
600,2020-07-03,0.0,0.0,0.0,54139.459999999985,-3.45,20.0,-2.2,12.52,-1046.8600000000001,5398.35,-965.2099999999999,585.51,-2144.89,0.0,-3149.1699999999996,4177.18,-2985.7,318.3
630,2020-08-02,0.0,0.0,0.0,54148.529999999984,-3.45,0.0,-3.45,20.0,-2.2,12.52,-1046.8600000000001,5398.35,-965.2099999999999,585.51,-2144.89,0.0,-3149.1699999999996,4177.18
660,2020-09-01,0.0,0.0,0.0,54166.32999999999,-3.45,0.0,-3.45,0.0,-3.45,20.0,-2.2,12.52,-1046.8600000000001,5398.35,-965.2099999999999,585.51,-2144.89,0.0
690,2020-10-01,0.0,0.0,0.0,54162.87999999999,-3.45,0.0,-3.45,0.0,-3.45,0.0,-3.45,20.0,-2.2,12.52,-1046.8600000000001,5398.35,-965.2099999999999,585.51
720,2020-10-31,0.0,0.0,0.0,54161.62999999999,-3.45,0.0,-3.45,0.0,-3.45,0.0,-3.45,0.0,-3.45,20.0,-2.2,12.52,-1046.8600000000001,5398.35
750,2020-11-30,0.0,0.0,0.0,54155.979999999996,-257.45,37.0,-3.45,0.0,-3.45,0.0,-3.45,0.0,-3.45,0.0,-3.45,20.0,-2.2,12.52
780,2020-12-30,-180.0,0.0,-180.0,54114.28,-11143.3,4488.0,-257.45,37.0,-3.45,0.0,-3.45,0.0,-3.45,0.0,-3.45,0.0,-3.45,20.0
810,2021-01-29,-82.0,0.0,-82.0,47360.97999999999,-7372.32,1404.53,-11143.3,4488.0,-257.45,37.0,-3.45,0.0,-3.45,0.0,-3.45,0.0,-3.45,0.0
840,2021-02-28,0.0,0.0,0.0,41761.969999999994,-2139.82,1052.3999999999999,-7372.32,1404.53,-11143.3,4488.0,-257.45,37.0,-3.45,0.0,-3.45,0.0,-3.45,0.0
870,2021-03-30,-86.0,0.0,-86.0,40309.77,-13269.419999999998,4894.0,-2139.82,1052.3999999999999,-7372.32,1404.53,-11143.3,4488.0,-257.45,37.0,-3.45,0.0,-3.45,0.0
900,2021-04-29,0.0,0.0,0.0,33758.340000000004,-14625.95,1528.0,-13269.419999999998,4894.0,-2139.82,1052.3999999999999,-7372.32,1404.53,-11143.3,4488.0,-257.45,37.0,-3.45,0.0
930,2021-05-29,0.0,0.0,0.0,18931.4,-10834.970000000001,306.48,-14625.95,1528.0,-13269.419999999998,4894.0,-2139.82,1052.3999999999999,-7372.32,1404.53,-11143.3,4488.0,-257.45,37.0
0,2021-01-24,0.0,0.0,0.0,621.6500000000017,-117.6,0.0,-117.6,0.0,-247.32,0.0,-131.99,10.0,-69.6,30.16,0.0,0.0,-34.8,0.0
30,2021-02-23,0.0,0.0,0.0,504.05000000000166,-701.6500000000001,5830.0,-117.6,0.0,-117.6,0.0,-247.32,0.0,-131.99,10.0,-69.6,30.16,0.0,0.0
60,2021-03-25,-287.71,0.0,-287.71,5802.510000000001,-117.6,0.0,-701.6500000000001,5830.0,-117.6,0.0,-117.6,0.0,-247.32,0.0,-131.99,10.0,-69.6,30.16
90,2021-04-24,0.0,0.0,0.0,5514.800000000001,-117.6,0.0,-117.6,0.0,-701.6500000000001,5830.0,-117.6,0.0,-117.6,0.0,-247.32,0.0,-131.99,10.0
120,2021-05-24,0.0,0.0,0.0,5397.200000000001,-991.46,0.0,-117.6,0.0,-117.6,0.0,-701.6500000000001,5830.0,-117.6,0.0,-117.6,0.0,-247.32,0.0
0,2021-01-27,0.0,0.0,0.0,8949.049999999994,-1690.94,0.0,-192.53,0.0,-492.99,830.0,-1898.6599999999999,1815.0,-64.91,10.44,-11.99,0.0,-10.8,501.41
30,2021-02-26,0.0,0.0,0.0,7259.1299999999965,-200.6,0.0,-1690.94,0.0,-192.53,0.0,-492.99,830.0,-1898.6599999999999,1815.0,-64.91,10.44,-11.99,0.0
60,2021-03-28,0.0,0.0,0.0,7022.569999999996,-168.57,345.92,-200.6,0.0,-1690.94,0.0,-192.53,0.0,-492.99,830.0,-1898.6599999999999,1815.0,-64.91,10.44
90,2021-04-27,0.0,0.0,0.0,7210.899999999996,-182.97,1350.0,-168.57,345.92,-200.6,0.0,-1690.94,0.0,-192.53,0.0,-492.99,830.0,-1898.6599999999999,1815.0
120,2021-05-27,0.0,0.0,0.0,7000.949999999997,-203.36999999999998,2100.0,-182.97,1350.0,-168.57,345.92,-200.6,0.0,-1690.94,0.0,-192.53,0.0,-492.99,830.0
0,2020-09-14,-20.0,0.0,-20.0,50.450000000000706,-1594.73,1750.0,-4992.22,4853.139999999999,-2715.01,2460.0,-1317.88,1700.0700000000002,-2390.69,2400.0,-1517.88,182.65,-2481.73,3150.0
30,2020-10-14,-30.0,0.0,-30.0,215.7200000000007,-2627.88,2450.0,-1594.73,1750.0,-4992.22,4853.139999999999,-2715.01,2460.0,-1317.88,1700.0700000000002,-2390.69,2400.0,-1517.88,182.65
60,2020-11-13,0.0,0.0,0.0,32.8400000000006,0.0,0.0,-2627.88,2450.0,-1594.73,1750.0,-4992.22,4853.139999999999,-2715.01,2460.0,-1317.88,1700.0700000000002,-2390.69,2400.0
90,2020-12-13,0.0,0.0,0.0,32.8400000000006,-3555.76,3564.0,0.0,0.0,-2627.88,2450.0,-1594.73,1750.0,-4992.22,4853.139999999999,-2715.01,2460.0,-1317.88,1700.0700000000002
120,2021-01-12,0.0,0.0,0.0,36.080000000000496,-5739.469999999999,5863.0,-3555.76,3564.0,0.0,0.0,-2627.88,2450.0,-1594.73,1750.0,-4992.22,4853.139999999999,-2715.01,2460.0
150,2021-02-11,-39.65,0.0,-39.65,179.26000000000045,-1322.7800000000002,1200.0,-5739.469999999999,5863.0,-3555.76,3564.0,0.0,0.0,-2627.88,2450.0,-1594.73,1750.0,-4992.22,4853.139999999999
180,2021-03-13,0.0,0.0,0.0,34.71000000000049,-6622.070000000001,12123.0,-1322.7800000000002,1200.0,-5739.469999999999,5863.0,-3555.76,3564.0,0.0,0.0,-2627.88,2450.0,-1594.73,1750.0
210,2021-04-12,5514.32,6173.0,-658.68,3.4400000000005093,-8910.97,4414.5,-6622.070000000001,12123.0,-1322.7800000000002,1200.0,-5739.469999999999,5863.0,-3555.76,3564.0,0.0,0.0,-2627.88,2450.0
240,2021-05-12,540.0,540.0,0.0,481.2899999999996,-6631.570000000001,6258.5,-8910.97,4414.5,-6622.070000000001,12123.0,-1322.7800000000002,1200.0,-5739.469999999999,5863.0,-3555.76,3564.0,0.0,0.0
0,2019-06-29,0.0,0.0,0.0,131523.80000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.49,0.0,-52.05,51.25
30,2019-07-29,0.0,0.0,0.0,131523.80000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.49,0.0
60,2019-08-28,0.0,0.0,0.0,131523.80000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,2019-09-27,0.0,0.0,0.0,131523.80000000002,-1165.8000000000002,1771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,2019-10-27,-64.19,0.0,-64.19,132189.70000000004,-3086.3900000000003,2700.0,-1165.8000000000002,1771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,2019-11-26,0.0,0.0,0.0,131739.12000000002,-5394.17,73.6,-3086.3900000000003,2700.0,-1165.8000000000002,1771.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,2019-12-26,0.0,0.0,0.0,126437.04000000002,-5219.4800000000005,0.0,-5394.17,73.6,-3086.3900000000003,2700.0,-1165.8000000000002,1771.0,0.0,0.0,0.0,0.0,0.0,0.0
210,2020-01-25,0.0,0.0,0.0,121252.22,-12130.179999999998,159.18,-5219.4800000000005,0.0,-5394.17,73.6,-3086.3900000000003,2700.0,-1165.8000000000002,1771.0,0.0,0.0,0.0,0.0
240,2020-02-24,0.0,0.0,0.0,109283.06000000003,-1078.43,0.0,-12130.179999999998,159.18,-5219.4800000000005,0.0,-5394.17,73.6,-3086.3900000000003,2700.0,-1165.8000000000002,1771.0,0.0,0.0
270,2020-03-25,0.0,0.0,0.0,108161.63000000002,-15585.86,826.28,-1078.43,0.0,-12130.179999999998,159.18,-5219.4800000000005,0.0,-5394.17,73.6,-3086.3900000000003,2700.0,-1165.8000000000002,1771.0
300,2020-04-24,0.0,0.0,0.0,93325.06999999999,-1147.9,0.0,-15585.86,826.28,-1078.43,0.0,-12130.179999999998,159.18,-5219.4800000000005,0.0,-5394.17,73.6,-3086.3900000000003,2700.0
330,2020-05-24,0.0,0.0,0.0,92252.06,-810.96,25.520000000000003,-1147.9,0.0,-15585.86,826.28,-1078.43,0.0,-12130.179999999998,159.18,-5219.4800000000005,0.0,-5394.17,73.6
360,2020-06-23,0.0,0.0,0.0,91559.68000000001,-9928.24,3799.09,-810.96,25.520000000000003,-1147.9,0.0,-15585.86,826.28,-1078.43,0.0,-12130.179999999998,159.18,-5219.4800000000005,0.0
390,2020-07-23,0.0,0.0,0.0,85382.56,-3474.48,0.0,-9928.24,3799.09,-810.96,25.520000000000003,-1147.9,0.0,-15585.86,826.28,-1078.43,0.0,-12130.179999999998,159.18
420,2020-08-22,0.0,0.0,0.0,81859.87999999999,-8781.98,0.0,-3474.48,0.0,-9928.24,3799.09,-810.96,25.520000000000003,-1147.9,0.0,-15585.86,826.28,-1078.43,0.0
450,2020-09-21,0.0,0.0,0.0,74517.11,-6389.0,6750.0,-8781.98,0.0,-3474.48,0.0,-9928.24,3799.09,-810.96,25.520000000000003,-1147.9,0.0,-15585.86,826.28
480,2020-10-21,0.0,0.0,0.0,71082.11,-1718.16,4860.0,-6389.0,6750.0,-8781.98,0.0,-3474.48,0.0,-9928.24,3799.09,-810.96,25.520000000000003,-1147.9,0.0
510,2020-11-20,-165.07,0.0,-165.07,76739.02,-14353.009999999998,415.69,-1718.16,4860.0,-6389.0,6750.0,-8781.98,0.0,-3474.48,0.0,-9928.24,3799.09,-810.96,25.520000000000003
540,2020-12-20,0.0,0.0,0.0,64436.629999999976,-3353.35,0.0,-14353.009999999998,415.69,-1718.16,4860.0,-6389.0,6750.0,-8781.98,0.0,-3474.48,0.0,-9928.24,3799.09
570,2021-01-19,-35.15,0.0,-35.15,59318.42999999998,-5235.21,0.0,-3353.35,0.0,-14353.009999999998,415.69,-1718.16,4860.0,-6389.0,6750.0,-8781.98,0.0,-3474.48,0.0
600,2021-02-18,-202.67,0.0,-202.67,54250.739999999976,-10416.83,269.39,-5235.21,0.0,-3353.35,0.0,-14353.009999999998,415.69,-1718.16,4860.0,-6389.0,6750.0,-8781.98,0.0
630,2021-03-20,0.0,0.0,0.0,43910.61999999999,-9622.83,0.0,-10416.83,269.39,-5235.21,0.0,-3353.35,0.0,-14353.009999999998,415.69,-1718.16,4860.0,-6389.0,6750.0
660,2021-04-19,0.0,0.0,0.0,36277.8,-18040.61,0.0,-9622.83,0.0,-10416.83,269.39,-5235.21,0.0,-3353.35,0.0,-14353.009999999998,415.69,-1718.16,4860.0
690,2021-05-19,0.0,0.0,0.0,18144.18,-7035.6,0.0,-18040.61,0.0,-9622.83,0.0,-10416.83,269.39,-5235.21,0.0,-3353.35,0.0,-14353.009999999998,415.69
0,2021-02-23,126.28,126.28,0.0,9549.880000000001,-17795.27,2645.06,-13342.67,11194.4,-8796.939999999999,3065.2900000000004,-39498.26,4928.69,-10298.92,7000.0,-38565.91999999999,15606.599999999999,-28864.13,7345.4
0,2020-02-29,-34.8,0.0,-34.8,48549.30000000003,-12347.51,9405.0,-12332.539999999999,4500.0,-10549.190000000002,1746.0,-5998.499999999999,11601.63,-5861.879999999998,2500.0,-2811.11,0.0,-1910.5000000000002,7000.0
30,2020-03-30,0.0,0.0,0.0,45613.99000000002,-4057.7699999999995,2820.0,-12347.51,9405.0,-12332.539999999999,4500.0,-10549.190000000002,1746.0,-5998.499999999999,11601.63,-5861.879999999998,2500.0,-2811.11,0.0
60,2020-04-29,-42.0,0.0,-42.0,44376.22000000002,-12220.380000000001,1710.02,-4057.7699999999995,2820.0,-12347.51,9405.0,-12332.539999999999,4500.0,-10549.190000000002,1746.0,-5998.499999999999,11601.63,-5861.879999999998,2500.0
90,2020-05-29,-42.0,0.0,-42.0,33865.86000000001,-9769.07,2340.7,-12220.380000000001,1710.02,-4057.7699999999995,2820.0,-12347.51,9405.0,-12332.539999999999,4500.0,-10549.190000000002,1746.0,-5998.499999999999,11601.63
120,2020-06-28,-30.41,0.0,-30.41,26425.900000000016,-11443.71,980.0,-9769.07,2340.7,-12220.380000000001,1710.02,-4057.7699999999995,2820.0,-12347.51,9405.0,-12332.539999999999,4500.0,-10549.190000000002,1746.0
150,2020-07-28,-19.85,0.0,-19.85,15951.630000000003,-17326.81,9494.380000000001,-11443.71,980.0,-9769.07,2340.7,-12220.380000000001,1710.02,-4057.7699999999995,2820.0,-12347.51,9405.0,-12332.539999999999,4500.0
180,2020-08-27,-106.22,0.0,-106.22,8205.57,-6694.2,0.0,-17326.81,9494.380000000001,-11443.71,980.0,-9769.07,2340.7,-12220.380000000001,1710.02,-4057.7699999999995,2820.0,-12347.51,9405.0
210,2020-09-26,-402.63,0.0,-402.63,1807.7800000000002,-8418.09,7963.98,-6694.2,0.0,-17326.81,9494.380000000001,-11443.71,980.0,-9769.07,2340.7,-12220.380000000001,1710.02,-4057.7699999999995,2820.0
240,2020-10-26,0.0,0.0,0.0,995.439999999999,-4211.57,3300.0,-8418.09,7963.98,-6694.2,0.0,-17326.81,9494.380000000001,-11443.71,980.0,-9769.07,2340.7,-12220.380000000001,1710.02
270,2020-11-25,0.0,0.0,0.0,154.83999999999867,-5477.5199999999995,8160.55,-4211.57,3300.0,-8418.09,7963.98,-6694.2,0.0,-17326.81,9494.380000000001,-11443.71,980.0,-9769.07,2340.7
